Season,Matchday,Home Team,Score,Away Team
2004,8,Cork City,3-1,St. Pat's
2004,8,UCD,1-1,Bohemians
2004,8,Shamrock Rovers,3-2,Bray Wanderers
2004,8,Longford Town,1-1,Drogheda United
2004,9,Drogheda United,0-0,Shelbourne
2004,9,Finn Harps,1-0,UCD
2004,9,Waterford Utd,2-2,Cork City
2004,9,St. Pat's,1-1,Shamrock Rovers
2004,9,Bohemians,2-0,Longford Town
2004,9,Bray Wanderers,0-1,Derry City
2004,10,Shamrock Rovers,0-0,Waterford Utd
2004,10,Bray Wanderers,1-2,Bohemians
2004,10,Derry City,2-2,St. Pat's
2004,10,Drogheda United,1-0,Finn Harps
2004,10,Longford Town,1-0,UCD
2004,10,Shelbourne,0-2,Cork City
2004,11,Finn Harps,1-2,Bray Wanderers
2004,11,Bohemians,2-1,Shelbourne
2004,11,UCD,0-0,Shamrock Rovers
2004,11,Cork City,2-0,Derry City
2004,11,Waterford Utd,0-3,Drogheda United
2004,11,St. Pat's,0-1,Longford Town
2004,12,Derry City,3-0,Drogheda United
2004,12,Shamrock Rovers,1-2,Bohemians
2004,12,St. Pat's,2-0,Bray Wanderers
2004,12,UCD,1-1,Shelbourne
2004,12,Waterford Utd,0-3,Longford Town
2004,12,Cork City,2-0,Finn Harps
2004,13,Finn Harps,2-0,Waterford Utd
2004,13,Bohemians,1-1,St. Pat's
2004,13,Longford Town,0-0,Derry City
2004,13,Drogheda United,1-2,UCD
2004,13,Bray Wanderers,1-2,Cork City
2004,13,Shelbourne,1-2,Shamrock Rovers
2004,14,UCD,3-2,Bray Wanderers
2004,14,Cork City,0-0,Longford Town
2004,14,Waterford Utd,2-4,Shelbourne
2004,14,Shamrock Rovers,1-4,Finn Harps
2004,14,St. Pat's,0-2,Drogheda United
2004,14,Derry City,3-1,Bohemians
2004,15,UCD,1-5,Cork City
2004,15,Drogheda United,3-0,Bray Wanderers
2004,15,Shelbourne,1-2,Derry City
2004,15,Bohemians,2-1,Waterford Utd
2004,15,Finn Harps,0-2,St. Pat's
2004,15,Longford Town,2-1,Shamrock Rovers
2004,16,Derry City,3-2,Finn Harps
2004,16,Cork City,2-1,Bohemians
2004,16,St. Pat's,0-1,Shelbourne
2004,16,Shamrock Rovers,1-0,Drogheda United
2004,16,Bray Wanderers,1-1,Longford Town
2004,16,Waterford Utd,0-0,UCD
2004,17,Finn Harps,1-3,Bohemians
2004,17,Drogheda United,0-1,Cork City
2004,17,UCD,1-0,St. Pat's
2004,17,Shamrock Rovers,0-2,Derry City
2004,17,Waterford Utd,1-2,Bray Wanderers
2004,17,Shelbourne,1-0,Longford Town
2004,18,Derry City,3-0,UCD
2004,18,Bohemians,3-2,Drogheda United
2004,18,St. Pat's,1-0,Waterford Utd
2004,18,Bray Wanderers,2-2,Shelbourne
2004,18,Cork City,3-0,Shamrock Rovers
2004,18,Longford Town,1-0,Finn Harps
2004,19,Finn Harps,0-3,Shelbourne
2004,19,Drogheda United,1-1,Longford Town
2004,19,Bray Wanderers,2-3,Shamrock Rovers
2004,19,St. Pat's,0-2,Cork City
2004,19,Bohemians,1-1,UCD
2004,19,Waterford Utd,1-3,Derry City
2004,20,UCD,1-1,Finn Harps
2004,20,Cork City,1-1,Waterford Utd
2004,20,Derry City,2-2,Bray Wanderers
2004,20,Shamrock Rovers,0-0,St. Pat's
2004,20,Longford Town,1-0,Bohemians
2004,20,Shelbourne,3-3,Drogheda United
2004,21,Finn Harps,0-0,Drogheda United
2004,21,Cork City,1-0,Shelbourne
2004,21,UCD,0-0,Longford Town
2004,21,St. Pat's,1-1,Derry City
2004,21,Waterford Utd,0-1,Shamrock Rovers
2004,21,Bohemians,1-0,Bray Wanderers
2004,22,Shamrock Rovers,1-0,UCD
2004,22,Derry City,3-1,Cork City
2004,22,Bray Wanderers,2-1,Finn Harps
2004,22,Drogheda United,1-0,Waterford Utd
2004,22,Shelbourne,2-1,Bohemians
2004,22,Longford Town,1-0,St. Pat's
2004,23,Finn Harps,1-2,Cork City
2004,23,Bray Wanderers,1-0,St. Pat's
2004,23,Bohemians,1-3,Shamrock Rovers
2004,23,Longford Town,3-0,Waterford Utd
2004,23,Shelbourne,4-2,UCD
2004,23,Drogheda United,1-1,Derry City
2004,24,Cork City,3-0,Bray Wanderers
2004,24,UCD,2-2,Drogheda United
2004,24,Derry City,3-1,Longford Town
2004,24,Waterford Utd,2-2,Finn Harps
2004,24,Shamrock Rovers,0-2,Shelbourne
2004,24,St. Pat's,0-1,Bohemians
2004,25,Longford Town,0-0,Cork City
2004,25,Shelbourne,5-0,Waterford Utd
2004,25,Finn Harps,3-0,Shamrock Rovers
2004,25,Bohemians,2-3,Derry City
2004,25,Drogheda United,1-1,St. Pat's
2004,25,Bray Wanderers,0-1,UCD
2004,26,St. Pat's,0-0,Finn Harps
2004,26,Bray Wanderers,0-2,Drogheda United
2004,26,Waterford Utd,2-0,Bohemians
2004,26,Derry City,2-1,Shelbourne
2004,26,Shamrock Rovers,4-2,Longford Town
2004,26,Cork City,1-0,UCD
2004,27,Bohemians,1-2,Cork City
2004,27,UCD,2-3,Waterford Utd
2004,27,Longford Town,1-1,Bray Wanderers
2004,27,Drogheda United,0-0,Shamrock Rovers
2004,27,Finn Harps,0-1,Derry City
2004,27,Shelbourne,1-0,St. Pat's
2004,28,Derry City,2-0,Shamrock Rovers
2004,28,Bohemians,3-1,Finn Harps
2004,28,St. Pat's,0-0,UCD
2004,28,Bray Wanderers,1-0,Waterford Utd
2004,28,Cork City,1-0,Drogheda United
2004,28,Longford Town,0-2,Shelbourne
2004,29,Drogheda United,3-2,Bohemians
2004,29,Shelbourne,5-0,Bray Wanderers
2004,29,Shamrock Rovers,0-2,Cork City
2004,29,Finn Harps,5-0,Longford Town
2004,29,Waterford Utd,1-1,St. Pat's
2004,29,UCD,0-2,Derry City
2004,30,UCD,1-3,Bohemians
2004,30,Derry City,0-1,Waterford Utd
2004,30,Cork City,0-1,St. Pat's
2004,30,Shamrock Rovers,0-1,Bray Wanderers
2004,30,Shelbourne,1-0,Finn Harps
2004,30,Longford Town,0-1,Drogheda United
2004,31,Finn Harps,1-2,UCD
2004,31,Drogheda United,0-2,Shelbourne
2004,31,Bohemians,1-0,Longford Town
2004,31,Waterford Utd,2-2,Cork City
2004,31,St. Pat's,3-1,Shamrock Rovers
2004,31,Bray Wanderers,0-3,Derry City
2004,32,Shamrock Rovers,1-2,Waterford Utd
2004,32,Bray Wanderers,3-1,Bohemians
2004,32,Drogheda United,2-0,Finn Harps
2004,32,Shelbourne,0-0,Cork City
2004,32,Longford Town,1-0,UCD
2004,32,Derry City,2-0,St. Pat's
2004,33,Bohemians,0-3,Shelbourne
2004,33,Finn Harps,2-4,Bray Wanderers
2004,33,Waterford Utd,1-0,Drogheda United
2004,33,Cork City,2-0,Derry City
2004,33,UCD,2-2,Shamrock Rovers
2004,33,St. Pat's,1-3,Longford Town
