Season,Matchday,Home Team,Score,Away Team
2000,11,Bohemians,4-6,Shelbourne
2000,11,UCD,1-2,Bray Wanderers
2000,11,Derry City,1-0,Cork City
2000,12,UCD,2-1,Dundalk FC
2000,12,Derry City,1-0,Bohemians
2000,12,Shelbourne,3-1,Monaghan United
2000,12,Galway United,0-4,St. Pat's
2000,12,Shamrock Rovers,4-0,Bray Wanderers
2000,12,Cork City,2-1,Longford Town
2000,13,Monaghan United,1-2,Derry City
2000,13,Bray Wanderers,2-0,Galway United
2000,13,Longford Town,1-3,UCD
2000,13,St. Pat's,3-2,Shelbourne
2000,13,Dundalk FC,0-0,Shamrock Rovers
2000,13,Bohemians,2-2,Cork City
2000,14,UCD,1-1,Bohemians
2000,14,Derry City,3-1,St. Pat's
2000,14,Galway United,8-0,Monaghan United
2000,14,Shamrock Rovers,0-0,Longford Town
2000,14,Shelbourne,4-0,Dundalk FC
2000,14,Cork City,2-2,Bray Wanderers
2000,15,St. Pat's,1-2,UCD
2000,15,Bohemians,3-0,Galway United
2000,15,Longford Town,1-0,Shelbourne
2000,15,Monaghan United,2-3,Shamrock Rovers
2000,15,Dundalk FC,1-3,Cork City
2000,15,Bray Wanderers,0-0,Derry City
2000,16,Shamrock Rovers,1-0,Bohemians
2000,16,Derry City,1-1,Longford Town
2000,16,Galway United,0-1,Dundalk FC
2000,16,UCD,1-0,Monaghan United
2000,16,Shelbourne,2-0,Bray Wanderers
2000,16,Cork City,2-1,St. Pat's
2000,17,Monaghan United,1-1,Bohemians
2000,17,Bray Wanderers,0-2,St. Pat's
2000,17,Dundalk FC,1-1,Longford Town
2000,17,Shamrock Rovers,1-1,Derry City
2000,17,Shelbourne,2-1,Cork City
2000,17,Galway United,1-0,UCD
2000,18,Derry City,0-0,Shelbourne
2000,18,Bohemians,1-1,Dundalk FC
2000,18,Longford Town,3-2,Bray Wanderers
2000,18,Cork City,4-0,Galway United
2000,18,UCD,1-3,Shamrock Rovers
2000,18,St. Pat's,1-1,Monaghan United
2000,19,UCD,2-2,Derry City
2000,19,Monaghan United,0-2,Longford Town
2000,19,Bohemians,0-2,St. Pat's
2000,19,Shamrock Rovers,1-3,Cork City
2000,19,Dundalk FC,0-3,Bray Wanderers
2000,19,Galway United,0-1,Shelbourne
2000,20,Derry City,2-0,Galway United
2000,20,Shelbourne,2-0,Shamrock Rovers
2000,20,St. Pat's,2-0,Dundalk FC
2000,20,Longford Town,2-0,Bohemians
2000,20,Cork City,0-2,UCD
2000,20,Bray Wanderers,5-0,Monaghan United
2000,21,UCD,2-3,Shelbourne
2000,21,Bohemians,2-0,Bray Wanderers
2000,21,Shamrock Rovers,0-0,St. Pat's
2000,21,Monaghan United,2-2,Cork City
2000,21,Longford Town,1-2,Galway United
2000,21,Derry City,1-1,Dundalk FC
2000,22,Dundalk FC,3-0,Monaghan United
2000,22,Shelbourne,1-0,Bohemians
2000,22,St. Pat's,3-2,Longford Town
2000,22,Bray Wanderers,1-1,UCD
2000,22,Galway United,0-2,Shamrock Rovers
2000,22,Cork City,1-0,Derry City
2000,23,Longford Town,0-0,Cork City
2000,23,Bray Wanderers,2-1,Shamrock Rovers
2000,23,Monaghan United,1-0,Shelbourne
2000,23,St. Pat's,3-1,Galway United
2000,23,Bohemians,1-0,Derry City
2000,23,Dundalk FC,1-1,UCD
2000,24,Derry City,6-1,Monaghan United
2000,24,Shamrock Rovers,4-1,Dundalk FC
2000,24,Shelbourne,2-1,St. Pat's
2000,24,Cork City,0-3,Bohemians
2000,24,UCD,1-2,Longford Town
2000,24,Galway United,3-5,Bray Wanderers
2000,25,St. Pat's,3-0,Derry City
2000,25,Monaghan United,1-2,Galway United
2000,25,Bray Wanderers,0-2,Cork City
2000,25,Longford Town,1-5,Shamrock Rovers
2000,25,Bohemians,3-0,UCD
2000,25,Dundalk FC,1-2,Shelbourne
2000,26,Derry City,1-2,Bray Wanderers
2000,26,Shelbourne,3-0,Longford Town
2000,26,Cork City,0-0,Dundalk FC
2000,26,UCD,0-0,St. Pat's
2000,26,Shamrock Rovers,3-2,Monaghan United
2000,26,Galway United,1-5,Bohemians
2000,27,Bray Wanderers,0-0,Shelbourne
2000,27,Monaghan United,0-3,UCD
2000,27,St. Pat's,3-2,Cork City
2000,27,Longford Town,1-0,Derry City
2000,27,Dundalk FC,1-1,Galway United
2000,27,Bohemians,1-1,Shamrock Rovers
2000,28,Derry City,3-0,Shamrock Rovers
2000,28,Bohemians,3-0,Monaghan United
2000,28,St. Pat's,2-1,Bray Wanderers
2000,28,Longford Town,1-3,Dundalk FC
2000,28,Cork City,0-1,Shelbourne
2000,28,UCD,3-1,Galway United
2000,29,Shamrock Rovers,0-1,UCD
2000,29,Bray Wanderers,4-1,Longford Town
2000,29,Monaghan United,0-4,St. Pat's
2000,29,Galway United,0-3,Cork City
2000,29,Dundalk FC,1-1,Bohemians
2000,29,Shelbourne,0-1,Derry City
2000,30,Shelbourne,2-0,Galway United
2000,30,Longford Town,2-0,Monaghan United
2000,30,Derry City,1-1,UCD
2000,30,Cork City,0-2,Shamrock Rovers
2000,30,St. Pat's,2-0,Bohemians
2000,30,Bray Wanderers,1-2,Dundalk FC
2000,31,Dundalk FC,0-1,St. Pat's
2000,31,UCD,1-0,Cork City
2000,31,Shamrock Rovers,0-2,Shelbourne
2000,31,Galway United,2-3,Derry City
2000,31,Bohemians,1-0,Longford Town
2000,31,Monaghan United,0-3,Bray Wanderers
2000,32,St. Pat's,1-0,Shamrock Rovers
2000,32,Bray Wanderers,2-2,Bohemians
2000,32,Shelbourne,0-0,UCD
2000,32,Dundalk FC,4-2,Derry City
2000,32,Galway United,0-2,Longford Town
2000,32,Cork City,5-1,Monaghan United
2000,33,Longford Town,1-1,St. Pat's
2000,33,Bohemians,4-0,Shelbourne
2000,33,Shamrock Rovers,3-0,Galway United
2000,33,Derry City,1-0,Cork City
2000,33,UCD,0-0,Bray Wanderers
2000,33,Monaghan United,0-3,Dundalk FC
