Season,Matchday,Home Team,Score,Away Team
1996,26,St. Pat's,0-0,Shelbourne
1996,26,Drogheda United,1-2,Cork City
1996,26,Derry City,0-3,UCD
1996,26,Kilkenny City,2-1,Sligo Rovers
1996,27,UCD,1-1,Drogheda United
1996,27,Shamrock Rovers,5-2,Dundalk FC
1996,27,Cork City,1-1,St. Pat's
1996,27,Sligo Rovers,1-1,Derry City
1996,27,Bohemians,4-3,Kilkenny City
1996,27,Finn Harps,0-0,Shelbourne
1996,28,Dundalk FC,2-1,Finn Harps
1996,28,Shelbourne,1-1,Cork City
1996,28,Drogheda United,1-1,Sligo Rovers
1996,28,St. Pat's,1-0,UCD
1996,28,Kilkenny City,1-1,Shamrock Rovers
1996,28,Derry City,1-0,Bohemians
1996,29,Finn Harps,1-2,Cork City
1996,29,Sligo Rovers,1-1,St. Pat's
1996,29,UCD,2-3,Shelbourne
1996,29,Bohemians,2-1,Drogheda United
1996,29,Dundalk FC,1-0,Kilkenny City
1996,29,Shamrock Rovers,3-0,Derry City
1996,30,Drogheda United,0-1,Shamrock Rovers
1996,30,St. Pat's,0-2,Bohemians
1996,30,Kilkenny City,2-2,Finn Harps
1996,30,Derry City,0-0,Dundalk FC
1996,30,Shelbourne,2-0,Sligo Rovers
1996,30,Cork City,1-2,UCD
1996,31,Shamrock Rovers,0-1,St. Pat's
1996,31,Kilkenny City,1-0,Derry City
1996,31,Finn Harps,1-2,UCD
1996,31,Bohemians,0-1,Shelbourne
1996,31,Dundalk FC,0-2,Drogheda United
1996,31,Sligo Rovers,4-1,Cork City
1996,32,Drogheda United,1-1,Kilkenny City
1996,32,Shelbourne,2-1,Shamrock Rovers
1996,32,Derry City,0-0,Finn Harps
1996,32,Cork City,2-0,Bohemians
1996,32,St. Pat's,4-2,Dundalk FC
1996,32,UCD,5-1,Sligo Rovers
1996,33,Derry City,3-0,Drogheda United
1996,33,Shamrock Rovers,2-2,Cork City
1996,33,Dundalk FC,2-1,Shelbourne
1996,33,Kilkenny City,1-2,St. Pat's
1996,33,Bohemians,2-0,UCD
1996,33,Sligo Rovers,0-2,Finn Harps
