Season,Matchday,Home Team,Score,Away Team
2021,24,Drogheda United,0-1,Bohemians
2021,24,St. Pat's,1-1,Dundalk FC
2021,24,Finn Harps,1-2,Derry City
2021,24,Sligo Rovers,0-2,UCD
2021,24,Shelbourne,0-0,Shamrock Rovers
2021,25,Dundalk FC,3-0,Finn Harps
2021,25,UCD,0-2,Shelbourne
2021,25,Shamrock Rovers,1-1,Drogheda United
2021,25,Bohemians,1-3,St. Pat's
2021,25,Derry City,1-0,Sligo Rovers
2021,26,Dundalk FC,1-1,Derry City
2021,26,Finn Harps,3-0,Drogheda United
2021,26,Sligo Rovers,2-1,Bohemians
2021,26,Shamrock Rovers,1-0,UCD
2021,26,Shelbourne,4-4,St. Pat's
2021,27,Bohemians,0-1,Dundalk FC
2021,27,Derry City,0-0,Shamrock Rovers
2021,27,Drogheda United,3-1,Shelbourne
2021,27,UCD,2-1,Finn Harps
2021,27,St. Pat's,1-0,Sligo Rovers
2021,28,Drogheda United,1-1,Derry City
2021,28,Shelbourne,1-1,Bohemians
2021,28,UCD,1-2,St. Pat's
2021,28,Finn Harps,3-2,Sligo Rovers
2021,28,Shamrock Rovers,3-0,Dundalk FC
2021,29,Bohemians,1-0,Shamrock Rovers
2021,29,Derry City,3-0,UCD
2021,29,Dundalk FC,0-0,Shelbourne
2021,29,St. Pat's,2-1,Finn Harps
2021,29,Sligo Rovers,2-0,Drogheda United
2021,30,Derry City,1-0,Bohemians
2021,30,Drogheda United,0-2,St. Pat's
2021,30,Shelbourne,0-2,Sligo Rovers
2021,30,UCD,3-2,Dundalk FC
2021,30,Shamrock Rovers,5-1,Finn Harps
2021,31,Bohemians,1-0,UCD
2021,31,Dundalk FC,2-0,Drogheda United
2021,31,St. Pat's,0-1,Derry City
2021,31,Finn Harps,1-1,Shelbourne
2021,31,Sligo Rovers,1-3,Shamrock Rovers
2021,32,Bohemians,0-1,Drogheda United
2021,32,Derry City,3-0,Finn Harps
2021,32,Dundalk FC,1-2,St. Pat's
2021,32,UCD,0-2,Sligo Rovers
2021,32,Shamrock Rovers,3-2,Shelbourne
2021,33,St. Pat's,3-1,Bohemians
2021,33,Finn Harps,1-2,Dundalk FC
2021,33,Drogheda United,1-1,Shamrock Rovers
2021,33,Shelbourne,1-1,UCD
2021,33,Sligo Rovers,0-0,Derry City
2021,34,Bohemians,2-2,Finn Harps
2021,34,Derry City,1-1,Shelbourne
2021,34,Dundalk FC,3-3,Sligo Rovers
2021,34,UCD,2-1,Drogheda United
2021,34,Shamrock Rovers,4-1,St. Pat's
2021,35,Dundalk FC,2-1,Bohemians
2021,35,Shelbourne,6-0,Drogheda United
2021,35,Sligo Rovers,1-0,St. Pat's
2021,35,Finn Harps,1-3,UCD
2021,35,Shamrock Rovers,1-0,Derry City
2021,36,Bohemians,3-1,Sligo Rovers
2021,36,Derry City,0-1,Dundalk FC
2021,36,Drogheda United,2-0,Finn Harps
2021,36,St. Pat's,4-0,Shelbourne
2021,36,UCD,0-2,Shamrock Rovers
