Season,Matchday,Home Team,Score,Away Team
2011,29,Sligo Rovers,,Derry City
2011,29,Shelbourne,7-0,Bray Wanderers
2011,29,Shamrock Rovers,4-1,Dundalk FC
2011,29,Cork City,2-2,Monaghan United
2011,29,Drogheda United,0-0,St. Pat's
2011,29,UCD,0-0,Bohemians
2011,30,Drogheda United,2-1,Shelbourne
2011,30,St. Pat's,5-0,UCD
2011,30,Derry City,4-0,Dundalk FC
2011,30,Bohemians,1-3,Monaghan United
2011,30,Bray Wanderers,0-0,Shamrock Rovers
2011,30,Cork City,,Sligo Rovers
2011,31,Shelbourne,,Cork City
2011,31,Monaghan United,1-0,Bray Wanderers
2011,31,UCD,3-2,Drogheda United
2011,31,Dundalk FC,2-2,Bohemians
2011,31,Sligo Rovers,3-2,St. Pat's
2011,31,Shamrock Rovers,1-3,Derry City
2011,32,Drogheda United,2-1,Sligo Rovers
2011,32,Derry City,2-1,St. Pat's
2011,32,Cork City,3-0,Dundalk FC
2011,32,Bray Wanderers,1-4,Bohemians
2011,32,Shelbourne,2-1,Monaghan United
2011,32,Shamrock Rovers,,UCD
2011,33,St. Pat's,1-0,Cork City
2011,33,UCD,1-1,Shelbourne
2011,33,Bohemians,1-4,Drogheda United
2011,33,Sligo Rovers,0-2,Shamrock Rovers
2011,33,Dundalk FC,2-1,Bray Wanderers
2011,33,Monaghan United,,Derry City
