Season,Matchday,Home Team,Score,Away Team
2020,23,Sligo Rovers,0-1,Finn Harps
2020,23,Dundalk FC,1-4,St. Pat's
2020,23,Shamrock Rovers,1-0,Longford Town
2020,24,Drogheda United,0-1,Shamrock Rovers
2020,24,Derry City,1-0,Dundalk FC
2020,24,Bohemians,1-0,Sligo Rovers
2020,24,St. Pat's,2-1,Waterford FC
2020,24,Longford Town,0-3,Finn Harps
2020,25,Waterford FC,4-1,Longford Town
2020,25,Dundalk FC,1-2,Drogheda United
2020,25,Finn Harps,3-1,St. Pat's
2020,25,Sligo Rovers,1-2,Derry City
2020,25,Shamrock Rovers,1-1,Bohemians
2020,26,Waterford FC,1-1,Dundalk FC
2020,26,St. Pat's,3-2,Longford Town
2020,26,Drogheda United,0-0,Sligo Rovers
2020,26,Finn Harps,2-1,Shamrock Rovers
2020,26,Bohemians,3-3,Derry City
2020,27,Longford Town,1-0,Dundalk FC
2020,27,Drogheda United,3-2,Bohemians
2020,27,Shamrock Rovers,2-0,Waterford FC
2020,27,Derry City,2-2,Finn Harps
2020,27,Sligo Rovers,2-0,St. Pat's
2020,28,Waterford FC,1-0,Drogheda United
2020,28,St. Pat's,0-1,Shamrock Rovers
2020,28,Derry City,3-0,Longford Town
2020,28,Dundalk FC,4-1,Sligo Rovers
2020,28,Bohemians,1-2,Finn Harps
2020,29,Longford Town,1-4,Bohemians
2020,29,Shamrock Rovers,2-1,Derry City
2020,29,Sligo Rovers,1-1,Waterford FC
2020,29,Drogheda United,0-1,St. Pat's
2020,29,Finn Harps,2-2,Dundalk FC
2020,30,Sligo Rovers,1-0,Longford Town
2020,30,St. Pat's,2-2,Bohemians
2020,30,Finn Harps,0-0,Drogheda United
2020,30,Waterford FC,2-2,Derry City
2020,30,Dundalk FC,1-0,Shamrock Rovers
2020,31,Drogheda United,2-0,Longford Town
2020,31,Waterford FC,4-1,Finn Harps
2020,31,Bohemians,1-1,Dundalk FC
2020,31,Derry City,1-0,St. Pat's
2020,31,Shamrock Rovers,2-0,Sligo Rovers
2020,32,Bohemians,1-2,Waterford FC
2020,32,St. Pat's,1-0,Dundalk FC
2020,32,Finn Harps,2-2,Sligo Rovers
2020,32,Longford Town,0-1,Shamrock Rovers
2020,32,Drogheda United,1-0,Derry City
2020,33,Longford Town,1-4,St. Pat's
2020,33,Sligo Rovers,2-0,Drogheda United
2020,33,Derry City,1-1,Bohemians
2020,33,Shamrock Rovers,3-0,Finn Harps
2020,33,Dundalk FC,1-0,Waterford FC
2020,34,Bohemians,2-1,Drogheda United
2020,34,Finn Harps,1-1,Derry City
2020,34,Dundalk FC,2-0,Longford Town
2020,34,St. Pat's,0-3,Sligo Rovers
2020,34,Waterford FC,1-3,Shamrock Rovers
2020,35,Drogheda United,0-1,Dundalk FC
2020,35,Bohemians,3-1,Shamrock Rovers
2020,35,St. Pat's,2-2,Finn Harps
2020,35,Derry City,2-0,Sligo Rovers
2020,35,Longford Town,1-1,Waterford FC
2020,36,Shamrock Rovers,2-1,Drogheda United
2020,36,Sligo Rovers,1-1,Bohemians
2020,36,Finn Harps,5-0,Longford Town
2020,36,Dundalk FC,1-2,Derry City
2020,36,Waterford FC,0-0,St. Pat's
