Season,Matchday,Home Team,Score,Away Team
2010,22,Sligo Rovers,2-0,Drogheda United
2010,22,Bohemians,2-0,Galway United
2010,22,St. Pat's,2-2,Dundalk FC
2010,22,Derry City,1-0,Shamrock Rovers
2010,22,UCD,1-2,Bray Wanderers
2010,23,Galway United,0-8,Sligo Rovers
2010,23,Bray Wanderers,1-2,Derry City
2010,23,Drogheda United,0-1,Shamrock Rovers
2010,23,Dundalk FC,2-0,UCD
2010,23,St. Pat's,1-1,Bohemians
2010,24,Shamrock Rovers,5-2,Bray Wanderers
2010,24,Sligo Rovers,0-0,St. Pat's
2010,24,UCD,2-0,Bohemians
2010,24,Derry City,0-0,Dundalk FC
2010,24,Drogheda United,1-0,Galway United
2010,25,Bohemians,0-1,Shamrock Rovers
2010,25,Bray Wanderers,1-2,Drogheda United
2010,25,Galway United,0-3,Derry City
2010,25,St. Pat's,2-2,UCD
2010,25,Dundalk FC,1-1,Sligo Rovers
2010,26,Bray Wanderers,4-0,Galway United
2010,26,Derry City,2-0,St. Pat's
2010,26,Drogheda United,2-2,Dundalk FC
2010,26,Shamrock Rovers,6-0,UCD
2010,26,Sligo Rovers,1-2,Bohemians
2010,27,Galway United,2-3,Shamrock Rovers
2010,27,St. Pat's,4-0,Drogheda United
2010,27,UCD,0-1,Sligo Rovers
2010,27,Bohemians,0-1,Derry City
2010,27,Dundalk FC,2-2,Bray Wanderers
2010,28,Sligo Rovers,1-1,Derry City
2010,28,Dundalk FC,1-2,Shamrock Rovers
2010,28,Bohemians,2-1,Bray Wanderers
2010,28,St. Pat's,6-1,Galway United
2010,28,UCD,5-4,Drogheda United
2010,29,Drogheda United,0-2,Bohemians
2010,29,Bray Wanderers,0-3,St. Pat's
2010,29,Shamrock Rovers,1-2,Sligo Rovers
2010,29,Galway United,2-2,Dundalk FC
2010,29,Derry City,2-1,UCD
2010,30,Sligo Rovers,3-0,Bray Wanderers
2010,30,UCD,2-1,Galway United
2010,30,Bohemians,3-1,Dundalk FC
2010,30,St. Pat's,1-1,Shamrock Rovers
2010,30,Derry City,2-2,Drogheda United
2010,31,Bray Wanderers,4-0,UCD
2010,31,Dundalk FC,0-2,St. Pat's
2010,31,Drogheda United,0-3,Sligo Rovers
2010,31,Galway United,0-3,Bohemians
2010,31,Shamrock Rovers,1-0,Derry City
2010,32,Sligo Rovers,7-1,Galway United
2010,32,Shamrock Rovers,4-0,Drogheda United
2010,32,UCD,3-0,Dundalk FC
2010,32,Bohemians,0-0,St. Pat's
2010,32,Derry City,1-1,Bray Wanderers
2010,33,Dundalk FC,0-2,Derry City
2010,33,St. Pat's,1-0,Sligo Rovers
2010,33,Bohemians,2-0,UCD
2010,33,Galway United,1-2,Drogheda United
2010,33,Bray Wanderers,1-2,Shamrock Rovers
2010,34,Derry City,4-0,Galway United
2010,34,Shamrock Rovers,1-1,Bohemians
2010,34,Drogheda United,1-4,Bray Wanderers
2010,34,UCD,2-1,St. Pat's
2010,34,Sligo Rovers,5-0,Dundalk FC
2010,35,St. Pat's,1-1,Derry City
2010,35,Galway United,0-6,Bray Wanderers
2010,35,Dundalk FC,1-0,Drogheda United
2010,35,Bohemians,0-3,Sligo Rovers
2010,35,UCD,1-2,Shamrock Rovers
2010,36,Derry City,0-0,Bohemians
2010,36,Shamrock Rovers,4-0,Galway United
2010,36,Drogheda United,4-3,St. Pat's
2010,36,Sligo Rovers,4-2,UCD
2010,36,Bray Wanderers,1-0,Dundalk FC
