Season,Matchday,Home Team,Score,Away Team
2012,26,UCD,0-2,Dundalk FC
2012,26,Cork City,4-1,Derry City
2012,26,St. Pat's,1-1,Bohemians
2012,26,Shelbourne,1-2,Shamrock Rovers
2012,26,Sligo Rovers,2-0,Limerick FC
2012,27,Derry City,3-1,Shelbourne
2012,27,Dundalk FC,1-0,Drogheda United
2012,27,Bray Wanderers,1-1,UCD
2012,27,Bohemians,0-2,Sligo Rovers
2012,27,Shamrock Rovers,2-1,Cork City
2012,27,Limerick FC,0-0,St. Pat's
2012,28,St. Pat's,2-0,Dundalk FC
2012,28,Derry City,2-0,Bray Wanderers
2012,28,UCD,0-3,Sligo Rovers
2012,28,Shelbourne,0-3,Bohemians
2012,28,Drogheda United,2-3,Cork City
2012,28,Limerick FC,2-0,Shamrock Rovers
2012,29,Shamrock Rovers,3-1,Drogheda United
2012,29,Cork City,2-0,UCD
2012,29,Dundalk FC,1-2,Limerick FC
2012,29,Bohemians,2-0,Derry City
2012,29,Bray Wanderers,1-3,St. Pat's
2012,29,Sligo Rovers,2-0,Shelbourne
2012,30,Limerick FC,1-0,Bohemians
2012,30,Sligo Rovers,0-0,Cork City
2012,30,Dundalk FC,3-0,Derry City
2012,30,Shelbourne,2-2,Drogheda United
2012,30,Shamrock Rovers,3-0,Bray Wanderers
2012,30,UCD,1-3,St. Pat's
2012,31,St. Pat's,2-0,Sligo Rovers
2012,31,Bohemians,1-1,Dundalk FC
2012,31,Bray Wanderers,1-0,Limerick FC
2012,31,Derry City,0-0,Shamrock Rovers
2012,31,Cork City,5-3,Shelbourne
2012,31,Drogheda United,1-1,UCD
2012,32,Limerick FC,1-0,Shelbourne
2012,32,UCD,1-4,Shamrock Rovers
2012,32,Dundalk FC,4-0,Cork City
2012,32,St. Pat's,1-1,Derry City
2012,32,Bohemians,0-1,Bray Wanderers
2012,32,Sligo Rovers,3-1,Drogheda United
2012,33,Shelbourne,1-2,UCD
2012,33,Derry City,6-0,Limerick FC
2012,33,Bray Wanderers,0-2,Dundalk FC
2012,33,Drogheda United,1-0,Bohemians
2012,33,Shamrock Rovers,1-2,Sligo Rovers
2012,33,Cork City,4-2,St. Pat's
