Season,Matchday,Home Team,Score,Away Team
2005,18,Sligo Rovers,0-3,Cork City
2005,18,Drogheda United,3-1,Derry City
2005,19,Cork City,0-0,St. Pat's
2005,19,Longford Town,0-0,Drogheda United
2005,19,Derry City,4-0,Waterford Utd
2005,19,UCD,0-1,Bohemians
2005,19,Shelbourne,3-0,Sligo Rovers
2005,20,Bray Wanderers,2-3,Derry City
2005,20,Drogheda United,1-3,Shelbourne
2005,20,Sligo Rovers,0-1,UCD
2005,20,Bohemians,0-1,Longford Town
2005,20,Waterford Utd,0-0,Cork City
2005,21,Derry City,3-1,St. Pat's
2005,21,Drogheda United,2-2,Sligo Rovers
2005,21,Longford Town,0-0,UCD
2005,21,Shelbourne,2-2,Cork City
2005,21,Bray Wanderers,0-3,Bohemians
2005,22,Cork City,1-1,Derry City
2005,22,Sligo Rovers,2-0,Bray Wanderers
2005,22,Bohemians,2-1,Shelbourne
2005,22,Waterford Utd,2-3,Drogheda United
2005,22,St. Pat's,0-0,Longford Town
2005,23,Derry City,0-0,UCD
2005,23,Longford Town,0-2,Sligo Rovers
2005,23,Bray Wanderers,2-3,Shelbourne
2005,23,St. Pat's,0-1,Waterford Utd
2005,23,Bohemians,2-2,Drogheda United
2005,24,Drogheda United,0-0,Cork City
2005,24,UCD,0-0,St. Pat's
2005,24,Waterford Utd,3-0,Bray Wanderers
2005,24,Shelbourne,2-0,Longford Town
2005,24,Sligo Rovers,1-0,Bohemians
2005,25,Derry City,4-0,Sligo Rovers
2005,25,Cork City,1-0,Bohemians
2005,25,St. Pat's,1-3,Shelbourne
2005,25,Bray Wanderers,0-2,Longford Town
2005,25,Waterford Utd,0-0,UCD
2005,26,UCD,1-1,Cork City
2005,26,Drogheda United,1-1,Bray Wanderers
2005,26,Bohemians,3-1,Waterford Utd
2005,26,Shelbourne,2-2,Derry City
2005,26,Sligo Rovers,3-2,St. Pat's
2005,27,Cork City,1-1,Longford Town
2005,27,St. Pat's,3-0,Drogheda United
2005,27,Waterford Utd,0-1,Shelbourne
2005,27,UCD,4-0,Bray Wanderers
2005,27,Derry City,1-1,Bohemians
2005,28,Bray Wanderers,2-1,Cork City
2005,28,Bohemians,0-1,St. Pat's
2005,28,Sligo Rovers,0-0,Waterford Utd
2005,28,Longford Town,0-2,Derry City
2005,28,Drogheda United,1-0,UCD
2005,29,UCD,0-2,Shelbourne
2005,29,Waterford Utd,1-2,Longford Town
2005,29,St. Pat's,5-1,Bray Wanderers
2005,29,Cork City,2-0,Sligo Rovers
2005,29,Derry City,0-0,Drogheda United
2005,30,Drogheda United,2-0,Longford Town
2005,30,Bohemians,0-1,UCD
2005,30,St. Pat's,0-1,Cork City
2005,30,Sligo Rovers,0-2,Shelbourne
2005,30,Waterford Utd,0-1,Derry City
2005,31,Derry City,0-0,Bray Wanderers
2005,31,UCD,1-0,Sligo Rovers
2005,31,Cork City,4-1,Waterford Utd
2005,31,Shelbourne,2-2,Drogheda United
2005,31,Longford Town,3-0,Bohemians
2005,32,Cork City,1-0,Shelbourne
2005,32,St. Pat's,0-1,Derry City
2005,32,Sligo Rovers,2-3,Drogheda United
2005,32,UCD,3-1,Longford Town
2005,32,Bohemians,1-1,Bray Wanderers
2005,33,Longford Town,0-0,St. Pat's
2005,33,Shelbourne,2-1,Bohemians
2005,33,Bray Wanderers,1-1,Sligo Rovers
2005,33,Drogheda United,1-0,Waterford Utd
2005,33,Derry City,1-0,Cork City
