Season,Matchday,Home Team,Score,Away Team
1997,25,Dundalk FC,1-1,Shamrock Rovers
1997,25,Waterford Utd,0-0,St. Pat's
1997,26,St. Pat's,1-3,Bohemians
1997,26,Sligo Rovers,2-1,Waterford Utd
1997,26,Bray Wanderers,0-1,Shelbourne
1997,26,Finn Harps,1-0,UCD
1997,26,Cork City,2-0,Dundalk FC
1997,26,Shamrock Rovers,1-0,Derry City
1997,27,UCD,2-2,Cork City
1997,27,Bohemians,0-0,Bray Wanderers
1997,27,Finn Harps,0-3,St. Pat's
1997,27,Shelbourne,1-0,Sligo Rovers
1997,27,Dundalk FC,0-1,Derry City
1997,27,Waterford Utd,1-0,Shamrock Rovers
1997,28,Shamrock Rovers,1-1,Bohemians
1997,28,Sligo Rovers,2-0,Finn Harps
1997,28,Bray Wanderers,1-0,Dundalk FC
1997,28,Derry City,1-0,Shelbourne
1997,28,St. Pat's,0-0,UCD
1997,28,Cork City,0-0,Waterford Utd
1997,29,Finn Harps,4-1,Shamrock Rovers
1997,29,Shelbourne,1-1,St. Pat's
1997,29,UCD,1-3,Bray Wanderers
1997,29,Sligo Rovers,2-5,Cork City
1997,29,Waterford Utd,1-0,Derry City
1997,29,Bohemians,2-1,Dundalk FC
1997,30,Dundalk FC,1-2,Shelbourne
1997,30,Shamrock Rovers,0-0,UCD
1997,30,Bray Wanderers,0-1,Waterford Utd
1997,30,St. Pat's,4-0,Sligo Rovers
1997,30,Cork City,2-1,Finn Harps
1997,30,Derry City,0-1,Bohemians
1997,31,UCD,2-1,Derry City
1997,31,Finn Harps,0-3,Bray Wanderers
1997,31,Sligo Rovers,1-0,Shamrock Rovers
1997,31,St. Pat's,1-0,Cork City
1997,31,Shelbourne,1-2,Bohemians
1997,31,Waterford Utd,2-0,Dundalk FC
1997,32,Dundalk FC,0-2,UCD
1997,32,Bohemians,0-1,Waterford Utd
1997,32,Bray Wanderers,1-2,Sligo Rovers
1997,32,Shamrock Rovers,0-1,St. Pat's
1997,32,Cork City,2-1,Shelbourne
1997,32,Derry City,1-0,Finn Harps
1997,33,UCD,2-0,Bohemians
1997,33,Shelbourne,0-2,Waterford Utd
1997,33,Cork City,3-0,Shamrock Rovers
1997,33,Sligo Rovers,2-0,Derry City
1997,33,Finn Harps,1-0,Dundalk FC
1997,33,St. Pat's,1-0,Bray Wanderers
