Season,Matchday,Home Team,Score,Away Team
2006,24,Shamrock Rovers,0-1,Longford Town
2006,24,Sligo Rovers,0-0,Derry City
2006,24,Drogheda United,0-1,UCD
2006,25,UCD,1-2,Cork City
2006,25,Longford Town,1-1,Sligo Rovers
2006,25,Bohemians,0-2,Shamrock Rovers
2006,25,Galway United,1-1,Drogheda United
2006,25,Waterford Utd,0-0,Bray Wanderers
2006,25,Derry City,1-0,St. Pat's
2006,26,Cork City,3-2,Longford Town
2006,26,Drogheda United,1-0,Derry City
2006,26,St. Pat's,4-2,Bray Wanderers
2006,26,Shamrock Rovers,4-0,Galway United
2006,26,Waterford Utd,0-0,Bohemians
2006,26,Sligo Rovers,2-1,UCD
2006,27,Bray Wanderers,3-0,Shamrock Rovers
2006,27,Longford Town,1-2,Drogheda United
2006,27,Galway United,0-1,St. Pat's
2006,27,Derry City,1-2,Cork City
2006,27,Bohemians,3-0,Sligo Rovers
2006,27,UCD,2-1,Waterford Utd
2006,28,Drogheda United,1-0,Sligo Rovers
2006,28,Waterford Utd,2-1,Derry City
2006,28,Cork City,1-0,Shamrock Rovers
2006,28,UCD,1-1,Bray Wanderers
2006,28,Galway United,2-1,Longford Town
2006,28,St. Pat's,0-1,Bohemians
2006,29,Longford Town,1-1,Waterford Utd
2006,29,Shamrock Rovers,0-2,Drogheda United
2006,29,Bohemians,2-0,Galway United
2006,29,Sligo Rovers,2-3,St. Pat's
2006,29,Bray Wanderers,1-1,Cork City
2006,29,Derry City,0-0,UCD
2006,30,St. Pat's,5-0,Shamrock Rovers
2006,30,Bray Wanderers,1-1,Galway United
2006,30,UCD,0-1,Longford Town
2006,30,Derry City,1-2,Bohemians
2006,30,Drogheda United,2-1,Cork City
2006,30,Sligo Rovers,1-2,Waterford Utd
2006,31,Shamrock Rovers,0-0,Sligo Rovers
2006,31,Galway United,1-0,Derry City
2006,31,Waterford Utd,1-1,Drogheda United
2006,31,Cork City,0-1,St. Pat's
2006,31,Bohemians,2-0,UCD
2006,31,Longford Town,1-0,Bray Wanderers
2006,32,UCD,0-3,St. Pat's
2006,32,Bohemians,0-0,Longford Town
2006,32,Waterford Utd,0-0,Galway United
2006,32,Derry City,1-1,Shamrock Rovers
2006,32,Drogheda United,1-1,Bray Wanderers
2006,32,Sligo Rovers,0-1,Cork City
2006,33,Bray Wanderers,2-1,Sligo Rovers
2006,33,Galway United,2-1,UCD
2006,33,Longford Town,3-1,Derry City
2006,33,Cork City,0-1,Bohemians
2006,33,Shamrock Rovers,0-0,Waterford Utd
2006,33,St. Pat's,0-0,Drogheda United
