Season,Matchday,Home Team,Score,Away Team
2013,29,St. Pat's,1-1,Shamrock Rovers
2013,29,Bohemians,2-0,Limerick FC
2013,29,Cork City,2-1,Sligo Rovers
2013,29,Drogheda United,1-1,Bray Wanderers
2013,30,Bray Wanderers,1-1,Derry City
2013,30,St. Pat's,3-1,Bohemians
2013,30,Limerick FC,4-2,Athlone Town
2013,30,Cork City,2-1,Drogheda United
2013,30,Sligo Rovers,4-0,UCD
2013,30,Dundalk FC,0-0,Shamrock Rovers
2013,31,Shamrock Rovers,1-0,Bray Wanderers
2013,31,Bohemians,2-2,Sligo Rovers
2013,31,Derry City,1-2,Limerick FC
2013,31,UCD,0-4,Cork City
2013,31,Athlone Town,0-3,Dundalk FC
2013,31,Drogheda United,2-3,St. Pat's
2013,32,Drogheda United,0-2,Shamrock Rovers
2013,32,Bray Wanderers,1-1,Dundalk FC
2013,32,Derry City,0-1,UCD
2013,32,Limerick FC,1-0,Sligo Rovers
2013,32,St. Pat's,0-2,Athlone Town
2013,32,Cork City,1-0,Bohemians
2013,33,UCD,1-0,Drogheda United
2013,33,Dundalk FC,2-0,Cork City
2013,33,Bohemians,2-1,Derry City
2013,33,Sligo Rovers,1-4,St. Pat's
2013,33,Shamrock Rovers,1-0,Limerick FC
2013,33,Athlone Town,1-1,Bray Wanderers
