Season,Matchday,Home Team,Score,Away Team
2018,21,Bohemians,2-1,Shamrock Rovers
2018,21,Derry City,2-0,Waterford FC
2018,21,Dundalk FC,3-0,UCD
2018,22,Shamrock Rovers,0-1,Dundalk FC
2018,22,Cork City,1-4,Derry City
2018,22,Finn Harps,2-0,Sligo Rovers
2018,22,UCD,0-1,St. Pat's
2018,22,Waterford FC,1-2,Bohemians
2018,23,St. Pat's,0-2,Shamrock Rovers
2018,23,Dundalk FC,3-0,Waterford FC
2018,23,Sligo Rovers,5-1,UCD
2018,23,Finn Harps,0-0,Cork City
2018,23,Bohemians,0-0,Derry City
2018,24,Shamrock Rovers,0-0,Sligo Rovers
2018,24,Waterford FC,1-2,St. Pat's
2018,24,Cork City,0-0,Bohemians
2018,24,UCD,1-0,Finn Harps
2018,24,Derry City,2-2,Dundalk FC
2018,25,UCD,0-1,Cork City
2018,25,Dundalk FC,2-1,Bohemians
2018,25,Finn Harps,0-3,Shamrock Rovers
2018,25,St. Pat's,1-0,Derry City
2018,25,Sligo Rovers,0-0,Waterford FC
2018,26,Derry City,3-0,Sligo Rovers
2018,26,Waterford FC,0-1,Finn Harps
2018,26,Bohemians,3-0,St. Pat's
2018,26,Shamrock Rovers,7-0,UCD
2018,26,Dundalk FC,1-0,Cork City
2018,27,Cork City,1-1,Shamrock Rovers
2018,27,St. Pat's,0-1,Dundalk FC
2018,27,Sligo Rovers,1-1,Bohemians
2018,27,UCD,1-2,Waterford FC
2018,27,Finn Harps,1-0,Derry City
2018,28,UCD,1-3,Derry City
2018,28,Finn Harps,1-0,Bohemians
2018,28,Cork City,0-1,St. Pat's
2018,28,Shamrock Rovers,2-1,Waterford FC
2018,28,Sligo Rovers,0-2,Dundalk FC
2018,29,Bohemians,10-1,UCD
2018,29,St. Pat's,2-1,Sligo Rovers
2018,29,Dundalk FC,5-0,Finn Harps
2018,29,Waterford FC,1-2,Cork City
2018,29,Derry City,0-2,Shamrock Rovers
2018,30,Waterford FC,1-1,Derry City
2018,30,Cork City,2-4,Sligo Rovers
2018,30,Shamrock Rovers,1-0,Bohemians
2018,30,Finn Harps,1-2,St. Pat's
2018,30,UCD,0-5,Dundalk FC
2018,31,Bohemians,1-2,Waterford FC
2018,31,St. Pat's,0-0,UCD
2018,31,Sligo Rovers,3-1,Finn Harps
2018,31,Dundalk FC,3-2,Shamrock Rovers
2018,31,Derry City,4-0,Cork City
2018,32,Waterford FC,0-1,Dundalk FC
2018,32,Shamrock Rovers,0-0,St. Pat's
2018,32,UCD,0-2,Sligo Rovers
2018,32,Cork City,0-0,Finn Harps
2018,32,Derry City,0-0,Bohemians
2018,33,Bohemians,1-0,Cork City
2018,33,St. Pat's,0-2,Waterford FC
2018,33,Dundalk FC,1-0,Derry City
2018,33,Finn Harps,0-0,UCD
2018,33,Sligo Rovers,0-0,Shamrock Rovers
2018,34,Derry City,1-3,St. Pat's
2018,34,Bohemians,2-1,Dundalk FC
2018,34,Shamrock Rovers,1-0,Finn Harps
2018,34,Waterford FC,2-0,Sligo Rovers
2018,34,Cork City,3-2,UCD
2018,35,UCD,0-3,Shamrock Rovers
2018,35,St. Pat's,0-0,Bohemians
2018,35,Cork City,1-0,Dundalk FC
2018,35,Finn Harps,1-0,Waterford FC
2018,35,Sligo Rovers,1-2,Derry City
2018,36,Shamrock Rovers,3-0,Cork City
2018,36,Dundalk FC,4-0,St. Pat's
2018,36,Bohemians,2-1,Sligo Rovers
2018,36,Waterford FC,4-2,UCD
2018,36,Derry City,4-0,Finn Harps
