Season,Matchday,Home Team,Score,Away Team
2019,1,Cork City,0-1,Shelbourne
2019,1,Dundalk FC,1-0,Derry City
2019,1,St. Pat's,0-1,Waterford FC
2019,1,Finn Harps,1-0,Sligo Rovers
2019,1,Bohemians,0-1,Shamrock Rovers
2019,2,Waterford FC,0-2,Bohemians
2019,2,Derry City,1-1,Finn Harps
2019,2,Shelbourne,1-2,Dundalk FC
2019,2,Sligo Rovers,0-2,St. Pat's
2019,2,Shamrock Rovers,6-0,Cork City
2019,3,Finn Harps,0-1,Shelbourne
2019,3,St. Pat's,0-2,Derry City
2019,3,Waterford FC,0-2,Shamrock Rovers
2019,3,Bohemians,2-0,Sligo Rovers
2019,3,Dundalk FC,3-0,Cork City
2019,4,Shelbourne,1-0,St. Pat's
2019,4,Shamrock Rovers,3-2,Dundalk FC
2019,4,Cork City,1-0,Finn Harps
2019,4,Derry City,2-0,Bohemians
2019,4,Sligo Rovers,2-1,Waterford FC
2019,5,Sligo Rovers,2-3,Shamrock Rovers
2019,5,Bohemians,2-0,Shelbourne
2019,5,St. Pat's,1-0,Cork City
2019,5,Waterford FC,2-1,Derry City
2019,5,Finn Harps,0-4,Dundalk FC
2019,6,Derry City,0-2,Sligo Rovers
2019,6,Dundalk FC,1-1,St. Pat's
2019,6,Shelbourne,0-1,Waterford FC
2019,6,Shamrock Rovers,3-1,Finn Harps
2019,6,Cork City,0-1,Bohemians
2019,7,Derry City,1-2,Shamrock Rovers
2019,7,Sligo Rovers,2-1,Shelbourne
2019,7,Waterford FC,0-0,Cork City
2019,7,Bohemians,2-1,Dundalk FC
2019,7,St. Pat's,2-0,Finn Harps
2019,8,Dundalk FC,2-2,Waterford FC
2019,8,Cork City,3-0,Sligo Rovers
2019,8,Finn Harps,0-1,Bohemians
2019,8,Shelbourne,1-1,Derry City
2019,8,St. Pat's,0-0,Shamrock Rovers
2019,9,Sligo Rovers,3-1,Dundalk FC
2019,9,Bohemians,2-0,St. Pat's
2019,9,Waterford FC,2-3,Finn Harps
2019,9,Derry City,3-1,Cork City
2019,9,Shamrock Rovers,0-0,Shelbourne
2019,10,Waterford FC,3-0,St. Pat's
2019,10,Shamrock Rovers,1-0,Bohemians
2019,10,Shelbourne,1-1,Cork City
2019,10,Sligo Rovers,3-1,Finn Harps
2019,10,Derry City,1-2,Dundalk FC
2019,11,St. Pat's,0-0,Sligo Rovers
2019,11,Cork City,0-3,Shamrock Rovers
2019,11,Finn Harps,0-0,Derry City
2019,11,Bohemians,0-2,Waterford FC
2019,11,Dundalk FC,3-2,Shelbourne
2019,12,Sligo Rovers,0-1,Bohemians
2019,12,Shelbourne,1-1,Finn Harps
2019,12,Shamrock Rovers,6-1,Waterford FC
2019,12,Cork City,0-2,Dundalk FC
2019,12,Derry City,0-0,St. Pat's
2019,13,Bohemians,2-1,Derry City
2019,13,Waterford FC,1-0,Sligo Rovers
2019,13,St. Pat's,2-0,Shelbourne
2019,13,Finn Harps,1-1,Cork City
2019,13,Dundalk FC,0-4,Shamrock Rovers
2019,14,Shelbourne,1-3,Bohemians
2019,14,Dundalk FC,0-0,Finn Harps
2019,14,Shamrock Rovers,4-0,Sligo Rovers
2019,14,Derry City,2-0,Waterford FC
2019,14,Cork City,1-2,St. Pat's
2019,15,Sligo Rovers,1-0,Derry City
2019,15,Bohemians,3-0,Cork City
2019,15,Waterford FC,0-1,Shelbourne
2019,15,St. Pat's,1-1,Dundalk FC
2019,15,Finn Harps,0-2,Shamrock Rovers
2019,16,Shamrock Rovers,2-0,Derry City
2019,16,Shelbourne,1-0,Sligo Rovers
2019,16,Finn Harps,3-2,St. Pat's
2019,16,Dundalk FC,0-0,Bohemians
2019,16,Cork City,0-0,Waterford FC
2019,17,Derry City,2-0,Shelbourne
2019,17,Sligo Rovers,2-1,Cork City
2019,17,Bohemians,0-2,Finn Harps
2019,17,Waterford FC,1-0,Dundalk FC
2019,17,Shamrock Rovers,0-0,St. Pat's
2019,18,Dundalk FC,0-2,Sligo Rovers
2019,18,Shelbourne,0-2,Shamrock Rovers
2019,18,Cork City,1-1,Derry City
2019,18,Finn Harps,1-0,Waterford FC
2019,18,St. Pat's,1-2,Bohemians
