Season,Matchday,Home Team,Score,Away Team
1999,13,Derry City,1-1,Bray Wanderers
1999,14,Bohemians,2-0,UCD
1999,14,Bray Wanderers,1-0,Cork City
1999,14,St. Pat's,1-0,Derry City
1999,14,Finn Harps,2-2,Shelbourne
1999,14,Kilkenny City,0-1,Galway United
1999,14,Longford Town,2-1,Shamrock Rovers
1999,15,Shelbourne,3-1,St. Pat's
1999,15,Galway United,2-2,Bray Wanderers
1999,15,Cork City,0-0,Bohemians
1999,15,Shamrock Rovers,2-0,Finn Harps
1999,15,UCD,0-2,Longford Town
1999,15,Derry City,1-0,Kilkenny City
1999,16,Kilkenny City,0-3,Shelbourne
1999,16,Longford Town,2-1,Cork City
1999,16,Bohemians,1-1,Derry City
1999,16,St. Pat's,3-0,Galway United
1999,16,Finn Harps,1-1,UCD
1999,16,Shamrock Rovers,1-1,Bray Wanderers
1999,17,Derry City,1-1,Cork City
1999,17,Kilkenny City,0-1,Finn Harps
1999,17,UCD,1-1,Bray Wanderers
1999,17,Shamrock Rovers,0-0,Galway United
1999,17,Longford Town,0-3,St. Pat's
1999,17,Bohemians,0-1,Shelbourne
1999,18,Galway United,1-0,Longford Town
1999,18,Shelbourne,3-1,UCD
1999,18,Finn Harps,0-1,Derry City
1999,18,Bray Wanderers,3-1,Bohemians
1999,18,Cork City,3-1,Kilkenny City
1999,18,St. Pat's,0-1,Shamrock Rovers
1999,19,UCD,0-0,Cork City
1999,19,Shamrock Rovers,1-3,Shelbourne
1999,19,Finn Harps,0-1,St. Pat's
1999,19,Galway United,1-0,Derry City
1999,19,Bohemians,1-0,Longford Town
1999,19,Kilkenny City,2-2,Bray Wanderers
1999,20,Shelbourne,3-1,Galway United
1999,20,Cork City,1-2,Shamrock Rovers
1999,20,Derry City,0-1,UCD
1999,20,Bray Wanderers,0-0,Finn Harps
1999,20,Longford Town,2-1,Kilkenny City
1999,20,St. Pat's,2-1,Bohemians
1999,21,Shelbourne,0-1,Derry City
1999,21,Finn Harps,1-1,Bohemians
1999,21,Shamrock Rovers,1-1,UCD
1999,21,Kilkenny City,0-2,St. Pat's
1999,21,Galway United,0-2,Cork City
1999,21,Bray Wanderers,3-1,Longford Town
1999,22,St. Pat's,1-1,Bray Wanderers
1999,22,Longford Town,4-1,Finn Harps
1999,22,Derry City,2-0,Shamrock Rovers
1999,22,Kilkenny City,0-0,Bohemians
1999,22,UCD,0-1,Galway United
1999,22,Cork City,1-1,Shelbourne
1999,23,UCD,1-0,Kilkenny City
1999,23,Shamrock Rovers,4-6,Bohemians
1999,23,Cork City,0-4,St. Pat's
1999,23,Derry City,0-0,Longford Town
1999,23,Shelbourne,3-2,Bray Wanderers
1999,23,Galway United,1-1,Finn Harps
1999,24,Bohemians,2-2,Galway United
1999,24,Bray Wanderers,2-1,Derry City
1999,24,St. Pat's,2-1,UCD
1999,24,Finn Harps,1-1,Cork City
1999,24,Longford Town,0-1,Shelbourne
1999,24,Kilkenny City,0-4,Shamrock Rovers
1999,25,UCD,3-4,Bohemians
1999,25,Cork City,1-0,Bray Wanderers
1999,25,Shamrock Rovers,3-1,Longford Town
1999,25,Shelbourne,0-0,Finn Harps
1999,25,Galway United,2-0,Kilkenny City
1999,25,Derry City,1-1,St. Pat's
1999,26,Bray Wanderers,2-1,Galway United
1999,26,St. Pat's,4-1,Shelbourne
1999,26,Kilkenny City,0-1,Derry City
1999,26,Longford Town,2-0,UCD
1999,26,Finn Harps,2-2,Shamrock Rovers
1999,26,Bohemians,0-1,Cork City
1999,27,Cork City,1-0,Longford Town
1999,27,Shelbourne,3-1,Kilkenny City
1999,27,Shamrock Rovers,1-2,Bray Wanderers
1999,27,UCD,1-1,Finn Harps
1999,27,Galway United,2-2,St. Pat's
1999,27,Derry City,0-2,Bohemians
1999,28,Shelbourne,2-4,Bohemians
1999,28,Bray Wanderers,1-0,UCD
1999,28,Galway United,1-1,Shamrock Rovers
1999,28,St. Pat's,2-1,Longford Town
1999,28,Finn Harps,2-0,Kilkenny City
1999,28,Cork City,1-0,Derry City
1999,29,Bohemians,1-0,Bray Wanderers
1999,29,UCD,1-2,Shelbourne
1999,29,Shamrock Rovers,1-1,St. Pat's
1999,29,Kilkenny City,1-4,Cork City
1999,29,Derry City,2-0,Finn Harps
1999,29,Longford Town,2-1,Galway United
1999,30,Bray Wanderers,5-0,Kilkenny City
1999,30,St. Pat's,1-4,Finn Harps
1999,30,Derry City,0-1,Galway United
1999,30,Cork City,2-2,UCD
1999,30,Shelbourne,3-1,Shamrock Rovers
1999,30,Longford Town,1-3,Bohemians
1999,31,Kilkenny City,1-1,Longford Town
1999,31,Shamrock Rovers,1-2,Cork City
1999,31,UCD,1-1,Derry City
1999,31,Bohemians,2-1,St. Pat's
1999,31,Galway United,0-0,Shelbourne
1999,31,Finn Harps,4-1,Bray Wanderers
1999,32,Bohemians,5-1,Finn Harps
1999,32,St. Pat's,3-0,Kilkenny City
1999,32,Derry City,3-3,Shelbourne
1999,32,Cork City,3-1,Galway United
1999,32,Longford Town,1-3,Bray Wanderers
1999,32,UCD,2-1,Shamrock Rovers
1999,33,Shelbourne,0-1,Cork City
1999,33,Kilkenny City,0-5,Bohemians
1999,33,Bray Wanderers,4-1,St. Pat's
1999,33,Shamrock Rovers,2-3,Derry City
1999,33,Finn Harps,2-1,Longford Town
1999,33,Galway United,1-2,UCD
