Season,Matchday,Home Team,Score,Away Team
2003,19,Longford Town,0-1,Bohemians
2003,19,Cork City,1-1,Dublin City
2003,20,Shamrock Rovers,1-1,Cork City
2003,20,Drogheda United,0-2,St. Pat's
2003,20,Bohemians,2-2,Waterford Utd
2003,20,Derry City,0-0,Shelbourne
2003,20,Dublin City,2-1,Longford Town
2003,21,Waterford Utd,3-2,Dublin City
2003,21,Derry City,1-0,Shamrock Rovers
2003,21,Shelbourne,0-2,Drogheda United
2003,21,St. Pat's,1-2,Bohemians
2003,21,Longford Town,1-2,Cork City
2003,22,Shamrock Rovers,2-0,Longford Town
2003,22,Cork City,2-0,Waterford Utd
2003,22,Bohemians,2-0,Shelbourne
2003,22,Dublin City,1-2,St. Pat's
2003,22,Drogheda United,4-0,Derry City
2003,23,Derry City,0-0,Bohemians
2003,23,Waterford Utd,0-1,Longford Town
2003,23,Drogheda United,3-0,Shamrock Rovers
2003,23,St. Pat's,0-3,Cork City
2003,23,Shelbourne,4-1,Dublin City
2003,24,Longford Town,2-1,St. Pat's
2003,24,Shamrock Rovers,1-2,Waterford Utd
2003,24,Cork City,0-1,Shelbourne
2003,24,Dublin City,0-2,Derry City
2003,24,Bohemians,0-0,Drogheda United
2003,25,Bohemians,3-2,Shamrock Rovers
2003,25,Drogheda United,2-1,Dublin City
2003,25,St. Pat's,2-1,Waterford Utd
2003,25,Derry City,0-1,Cork City
2003,25,Shelbourne,3-1,Longford Town
2003,26,Waterford Utd,3-1,Shelbourne
2003,26,Dublin City,0-0,Bohemians
2003,26,St. Pat's,2-0,Shamrock Rovers
2003,26,Longford Town,3-0,Derry City
2003,26,Cork City,3-2,Drogheda United
2003,27,Derry City,1-0,Waterford Utd
2003,27,Shamrock Rovers,1-3,Dublin City
2003,27,Shelbourne,3-1,St. Pat's
2003,27,Bohemians,1-0,Cork City
2003,27,Drogheda United,0-1,Longford Town
2003,28,Derry City,1-1,St. Pat's
2003,28,Dublin City,0-1,Cork City
2003,28,Drogheda United,1-2,Waterford Utd
2003,28,Bohemians,1-1,Longford Town
2003,28,Shamrock Rovers,1-4,Shelbourne
2003,29,St. Pat's,1-1,Drogheda United
2003,29,Waterford Utd,1-1,Bohemians
2003,29,Longford Town,2-0,Dublin City
2003,29,Cork City,1-0,Shamrock Rovers
2003,29,Shelbourne,0-2,Derry City
2003,30,Shamrock Rovers,0-0,Derry City
2003,30,Drogheda United,2-5,Shelbourne
2003,30,Cork City,2-0,Longford Town
2003,30,Dublin City,1-3,Waterford Utd
2003,30,Bohemians,2-2,St. Pat's
2003,31,Derry City,1-0,Drogheda United
2003,31,Waterford Utd,1-4,Cork City
2003,31,St. Pat's,2-2,Dublin City
2003,31,Shelbourne,1-1,Bohemians
2003,31,Longford Town,1-1,Shamrock Rovers
2003,32,Cork City,3-0,St. Pat's
2003,32,Longford Town,1-1,Waterford Utd
2003,32,Shamrock Rovers,1-2,Drogheda United
2003,32,Dublin City,2-3,Shelbourne
2003,32,Bohemians,0-1,Derry City
2003,33,Shelbourne,0-0,Cork City
2003,33,St. Pat's,1-0,Longford Town
2003,33,Drogheda United,0-3,Bohemians
2003,33,Derry City,2-3,Dublin City
2003,33,Waterford Utd,2-0,Shamrock Rovers
2003,34,Longford Town,4-1,Shelbourne
2003,34,Shamrock Rovers,0-1,Bohemians
2003,34,Cork City,1-1,Derry City
2003,34,Dublin City,2-3,Drogheda United
2003,34,Waterford Utd,0-2,St. Pat's
2003,35,Shamrock Rovers,3-1,St. Pat's
2003,35,Bohemians,4-0,Dublin City
2003,35,Drogheda United,1-3,Cork City
2003,35,Shelbourne,2-1,Waterford Utd
2003,35,Derry City,0-0,Longford Town
2003,36,Dublin City,1-2,Shamrock Rovers
2003,36,Waterford Utd,1-0,Derry City
2003,36,Cork City,1-1,Bohemians
2003,36,St. Pat's,0-0,Shelbourne
2003,36,Longford Town,3-1,Drogheda United
