Season,Matchday,Home Team,Score,Away Team
2001,10,Longford Town,1-0,Bray Wanderers
2001,10,UCD,1-2,Bohemians
2001,10,Shelbourne,2-1,Cork City
2001,10,Derry City,2-1,Drogheda United
2001,10,St. Pat's,1-2,Shamrock Rovers
2001,11,Bohemians,1-0,Longford Town
2001,11,Bray Wanderers,0-0,UCD
2001,11,Drogheda United,0-3,Shelbourne
2001,11,Cork City,2-0,St. Pat's
2001,11,Shamrock Rovers,3-1,Derry City
2001,12,UCD,1-2,Shamrock Rovers
2001,12,St. Pat's,2-2,Shelbourne
2001,12,Drogheda United,0-1,Longford Town
2001,12,Derry City,0-0,Cork City
2001,12,Bohemians,4-0,Bray Wanderers
2001,13,Longford Town,1-1,Derry City
2001,13,Shamrock Rovers,1-1,Bohemians
2001,13,Shelbourne,2-1,UCD
2001,13,Bray Wanderers,0-0,St. Pat's
2001,13,Cork City,1-0,Drogheda United
2001,14,Derry City,1-0,UCD
2001,14,Shamrock Rovers,5-0,Drogheda United
2001,14,Longford Town,0-2,Shelbourne
2001,14,Bohemians,1-1,St. Pat's
2001,14,Bray Wanderers,2-3,Cork City
2001,15,Drogheda United,2-1,Bray Wanderers
2001,15,UCD,0-0,Longford Town
2001,15,Cork City,1-1,Bohemians
2001,15,Shelbourne,0-1,Shamrock Rovers
2001,15,St. Pat's,1-0,Derry City
2001,16,Derry City,3-1,Bray Wanderers
2001,16,Shamrock Rovers,4-1,Cork City
2001,16,UCD,3-0,Drogheda United
2001,16,Bohemians,1-2,Shelbourne
2001,16,Longford Town,0-1,St. Pat's
2001,17,St. Pat's,2-2,UCD
2001,17,Bray Wanderers,1-1,Shamrock Rovers
2001,17,Shelbourne,2-0,Derry City
2001,17,Cork City,1-1,Longford Town
2001,17,Drogheda United,0-2,Bohemians
2001,18,Derry City,0-3,Bohemians
2001,18,St. Pat's,1-1,Drogheda United
2001,18,Bray Wanderers,1-2,Shelbourne
2001,18,UCD,1-0,Cork City
2001,18,Longford Town,0-0,Shamrock Rovers
2001,19,Bray Wanderers,2-0,Longford Town
2001,19,Shamrock Rovers,2-1,St. Pat's
2001,19,Cork City,2-1,Shelbourne
2001,19,Bohemians,1-1,UCD
2001,19,Drogheda United,3-1,Derry City
2001,20,Shamrock Rovers,0-1,UCD
2001,20,Shelbourne,2-0,St. Pat's
2001,20,Longford Town,0-0,Drogheda United
2001,20,Cork City,2-1,Derry City
2001,20,Bray Wanderers,1-3,Bohemians
2001,21,Drogheda United,0-0,Cork City
2001,21,St. Pat's,1-4,Bray Wanderers
2001,21,Bohemians,3-2,Shamrock Rovers
2001,21,Derry City,1-1,Longford Town
2001,21,UCD,0-2,Shelbourne
2001,22,Bohemians,2-0,Cork City
2001,22,Bray Wanderers,0-2,Drogheda United
2001,22,Derry City,2-0,St. Pat's
2001,22,Shamrock Rovers,0-1,Shelbourne
2001,22,Longford Town,0-2,UCD
2001,23,Cork City,3-1,Bray Wanderers
2001,23,UCD,1-0,Derry City
2001,23,St. Pat's,2-0,Bohemians
2001,23,Drogheda United,0-2,Shamrock Rovers
2001,23,Shelbourne,1-1,Longford Town
2001,24,UCD,0-0,St. Pat's
2001,24,Longford Town,1-0,Cork City
2001,24,Bohemians,1-1,Drogheda United
2001,24,Derry City,0-1,Shelbourne
2001,24,Shamrock Rovers,3-1,Bray Wanderers
2001,25,Drogheda United,0-1,UCD
2001,25,Bray Wanderers,1-2,Derry City
2001,25,Cork City,1-1,Shamrock Rovers
2001,25,St. Pat's,0-2,Longford Town
2001,25,Shelbourne,0-1,Bohemians
2001,26,Longford Town,1-0,Bohemians
2001,26,Derry City,0-0,Shamrock Rovers
2001,26,UCD,0-0,Bray Wanderers
2001,26,St. Pat's,1-0,Cork City
2001,26,Shelbourne,0-1,Drogheda United
2001,27,Bohemians,2-2,Derry City
2001,27,Shamrock Rovers,3-2,Longford Town
2001,27,Shelbourne,3-1,Bray Wanderers
2001,27,Cork City,0-1,UCD
2001,27,Drogheda United,0-0,St. Pat's
