Season,Matchday,Home Team,Score,Away Team
2017,15,Shamrock Rovers,3-0,Cork City
2017,15,Bohemians,0-1,Waterford FC
2017,15,Sligo Rovers,2-1,Bray Wanderers
2017,15,Dundalk FC,5-0,St. Pat's
2017,16,Sligo Rovers,0-2,Bohemians
2017,16,Waterford FC,2-1,Dundalk FC
2017,16,Bray Wanderers,2-1,Derry City
2017,16,St. Pat's,2-0,Shamrock Rovers
2017,16,Cork City,2-1,Limerick FC
2017,17,Derry City,0-0,Cork City
2017,17,Dundalk FC,2-1,Sligo Rovers
2017,17,Bray Wanderers,1-3,Bohemians
2017,17,Limerick FC,0-1,St. Pat's
2017,17,Shamrock Rovers,1-1,Waterford FC
2017,18,St. Pat's,5-2,Derry City
2017,18,Cork City,4-0,Bray Wanderers
2017,18,Sligo Rovers,0-0,Shamrock Rovers
2017,18,Waterford FC,3-6,Limerick FC
2017,18,Bohemians,0-2,Dundalk FC
2017,19,Sligo Rovers,0-0,Limerick FC
2017,19,Bohemians,1-1,Shamrock Rovers
2017,19,Waterford FC,4-0,Derry City
2017,19,Dundalk FC,5-0,Bray Wanderers
2017,19,St. Pat's,1-3,Cork City
2017,20,Shamrock Rovers,2-5,Dundalk FC
2017,20,Derry City,0-2,Sligo Rovers
2017,20,Cork City,3-0,Waterford FC
2017,20,Limerick FC,1-1,Bohemians
2017,20,Bray Wanderers,3-1,St. Pat's
2017,21,Bohemians,1-2,Derry City
2017,21,Dundalk FC,4-0,Limerick FC
2017,21,Waterford FC,2-0,St. Pat's
2017,21,Shamrock Rovers,5-0,Bray Wanderers
2017,21,Sligo Rovers,0-2,Cork City
2017,22,Cork City,1-0,Bohemians
2017,22,St. Pat's,0-3,Sligo Rovers
2017,22,Derry City,0-4,Dundalk FC
2017,22,Limerick FC,0-2,Shamrock Rovers
2017,22,Bray Wanderers,0-0,Waterford FC
2017,23,Dundalk FC,2-1,Cork City
2017,23,Limerick FC,2-1,Bray Wanderers
2017,23,Bohemians,1-0,St. Pat's
2017,23,Shamrock Rovers,2-0,Derry City
2017,23,Sligo Rovers,2-3,Waterford FC
2017,24,Derry City,2-1,Limerick FC
2017,24,Cork City,0-0,Shamrock Rovers
2017,24,Bray Wanderers,2-1,Sligo Rovers
2017,24,St. Pat's,1-3,Dundalk FC
2017,24,Waterford FC,1-1,Bohemians
2017,25,Limerick FC,0-2,Cork City
2017,25,Derry City,2-0,Bray Wanderers
2017,25,Dundalk FC,2-0,Waterford FC
2017,25,Shamrock Rovers,3-0,St. Pat's
2017,25,Bohemians,0-3,Sligo Rovers
2017,26,Bohemians,6-0,Bray Wanderers
2017,26,St. Pat's,2-1,Limerick FC
2017,26,Waterford FC,0-1,Shamrock Rovers
2017,26,Cork City,5-0,Derry City
2017,26,Sligo Rovers,0-2,Dundalk FC
2017,27,Dundalk FC,2-0,Bohemians
2017,27,Derry City,2-1,St. Pat's
2017,27,Shamrock Rovers,2-0,Sligo Rovers
2017,27,Bray Wanderers,1-3,Cork City
2017,27,Limerick FC,2-1,Waterford FC
2017,28,Bohemians,5-0,Limerick FC
2017,28,Derry City,1-2,Sligo Rovers
2017,28,St. Pat's,3-0,Bray Wanderers
2017,28,Waterford FC,1-2,Cork City
2017,28,Dundalk FC,1-2,Shamrock Rovers
2017,29,Shamrock Rovers,0-1,Bohemians
2017,29,Derry City,1-2,Waterford FC
2017,29,Cork City,1-1,St. Pat's
2017,29,Bray Wanderers,1-3,Dundalk FC
2017,29,Limerick FC,1-3,Sligo Rovers
2017,30,Bray Wanderers,0-3,Shamrock Rovers
2017,30,Limerick FC,0-1,Dundalk FC
2017,30,Cork City,1-2,Sligo Rovers
2017,30,Derry City,0-2,Bohemians
2017,30,St. Pat's,3-0,Waterford FC
2017,31,Bohemians,4-2,Cork City
2017,31,Waterford FC,2-0,Bray Wanderers
2017,31,Shamrock Rovers,5-0,Limerick FC
2017,31,Sligo Rovers,1-2,St. Pat's
2017,31,Dundalk FC,3-2,Derry City
2017,32,Derry City,0-1,Shamrock Rovers
2017,32,St. Pat's,1-3,Bohemians
2017,32,Bray Wanderers,0-2,Limerick FC
2017,32,Cork City,0-1,Dundalk FC
2017,32,Waterford FC,1-0,Sligo Rovers
2017,33,Bohemians,1-3,Waterford FC
2017,33,Dundalk FC,1-1,St. Pat's
2017,33,Shamrock Rovers,0-0,Cork City
2017,33,Limerick FC,0-1,Derry City
2017,33,Sligo Rovers,2-1,Bray Wanderers
2017,34,Sligo Rovers,1-1,Bohemians
2017,34,St. Pat's,0-1,Shamrock Rovers
2017,34,Bray Wanderers,2-1,Derry City
2017,34,Waterford FC,1-2,Dundalk FC
2017,34,Cork City,3-0,Limerick FC
2017,35,Bray Wanderers,0-5,Bohemians
2017,35,Limerick FC,0-4,St. Pat's
2017,35,Derry City,0-3,Cork City
2017,35,Dundalk FC,5-0,Sligo Rovers
2017,35,Shamrock Rovers,3-1,Waterford FC
2017,36,Cork City,5-1,Bray Wanderers
2017,36,Sligo Rovers,2-0,Shamrock Rovers
2017,36,Bohemians,1-1,Dundalk FC
2017,36,Waterford FC,4-1,Limerick FC
2017,36,St. Pat's,5-0,Derry City
