Season,Matchday,Home Team,Score,Away Team
2014,18,Limerick FC,0-1,Bray Wanderers
2014,18,Longford Town,2-1,Bohemians
2014,18,Sligo Rovers,1-1,Galway United
2014,18,Cork City,3-1,St. Pat's
2014,19,Dundalk FC,2-0,Shamrock Rovers
2014,19,Sligo Rovers,3-2,Longford Town
2014,19,Limerick FC,2-4,Galway United
2014,19,St. Pat's,3-1,Bohemians
2014,19,Cork City,4-1,Drogheda United
2014,19,Bray Wanderers,1-0,Derry City
2014,20,Galway United,2-4,Dundalk FC
2014,20,Derry City,0-0,Limerick FC
2014,20,Bohemians,1-0,Sligo Rovers
2014,20,Drogheda United,0-2,St. Pat's
2014,20,Longford Town,1-4,Cork City
2014,20,Shamrock Rovers,1-0,Bray Wanderers
2014,21,Shamrock Rovers,4-1,Limerick FC
2014,21,Dundalk FC,1-1,Cork City
2014,21,Longford Town,1-1,Drogheda United
2014,21,Sligo Rovers,0-3,St. Pat's
2014,21,Bohemians,4-2,Derry City
2014,21,Galway United,0-1,Bray Wanderers
2014,22,Cork City,4-0,Bohemians
2014,22,St. Pat's,3-1,Galway United
2014,22,Bray Wanderers,0-1,Dundalk FC
2014,22,Drogheda United,0-1,Shamrock Rovers
2014,22,Derry City,3-0,Longford Town
2014,22,Limerick FC,3-2,Sligo Rovers
2014,23,Sligo Rovers,0-2,Cork City
2014,23,Limerick FC,4-3,Bohemians
2014,23,Bray Wanderers,1-0,Drogheda United
2014,23,Shamrock Rovers,0-2,St. Pat's
2014,23,Dundalk FC,0-0,Longford Town
2014,23,Galway United,0-4,Derry City
2014,24,Derry City,0-2,Dundalk FC
2014,24,Cork City,2-3,Limerick FC
2014,24,St. Pat's,1-0,Bray Wanderers
2014,24,Bohemians,3-0,Galway United
2014,24,Drogheda United,0-4,Sligo Rovers
2014,24,Longford Town,1-3,Shamrock Rovers
2014,25,Limerick FC,3-3,Longford Town
2014,25,Sligo Rovers,1-0,Derry City
2014,25,Bray Wanderers,3-1,Bohemians
2014,25,Galway United,1-1,Drogheda United
2014,25,Shamrock Rovers,3-0,Cork City
2014,25,Dundalk FC,4-1,St. Pat's
2014,26,Bohemians,2-2,Dundalk FC
2014,26,St. Pat's,0-1,Derry City
2014,26,Drogheda United,1-4,Limerick FC
2014,26,Cork City,1-0,Galway United
2014,26,Longford Town,1-0,Bray Wanderers
2014,26,Sligo Rovers,1-1,Shamrock Rovers
2014,27,Galway United,4-2,Longford Town
2014,27,Dundalk FC,2-2,Sligo Rovers
2014,27,Limerick FC,3-1,St. Pat's
2014,27,Bray Wanderers,0-0,Cork City
2014,27,Shamrock Rovers,1-1,Bohemians
2014,27,Derry City,0-2,Drogheda United
2014,28,Dundalk FC,6-0,Drogheda United
2014,28,Derry City,1-0,Shamrock Rovers
2014,28,Bohemians,1-1,Longford Town
2014,28,Bray Wanderers,2-2,Limerick FC
2014,28,Galway United,2-1,Sligo Rovers
2014,28,St. Pat's,1-2,Cork City
2014,29,Sligo Rovers,3-2,Bray Wanderers
2014,29,Limerick FC,1-3,Dundalk FC
2014,29,Longford Town,0-3,St. Pat's
2014,29,Drogheda United,2-2,Bohemians
2014,29,Cork City,0-0,Derry City
2014,29,Shamrock Rovers,2-0,Galway United
2014,30,Shamrock Rovers,1-1,Dundalk FC
2014,30,Bohemians,2-0,St. Pat's
2014,30,Galway United,1-3,Limerick FC
2014,30,Drogheda United,1-1,Cork City
2014,30,Derry City,3-1,Bray Wanderers
2014,30,Longford Town,1-1,Sligo Rovers
2014,31,Sligo Rovers,0-2,Bohemians
2014,31,Bray Wanderers,2-2,Shamrock Rovers
2014,31,Limerick FC,0-2,Derry City
2014,31,St. Pat's,2-1,Drogheda United
2014,31,Dundalk FC,0-0,Galway United
2014,31,Cork City,2-3,Longford Town
2014,32,St. Pat's,0-2,Sligo Rovers
2014,32,Cork City,2-2,Dundalk FC
2014,32,Limerick FC,0-2,Shamrock Rovers
2014,32,Derry City,2-3,Bohemians
2014,32,Drogheda United,0-3,Longford Town
2014,32,Bray Wanderers,1-1,Galway United
2014,33,Galway United,0-1,St. Pat's
2014,33,Bohemians,0-1,Cork City
2014,33,Shamrock Rovers,5-3,Drogheda United
2014,33,Dundalk FC,4-0,Bray Wanderers
2014,33,Sligo Rovers,2-3,Limerick FC
2014,33,Longford Town,4-2,Derry City
