Season,Matchday,Home Team,Score,Away Team
2016,22,Bray Wanderers,0-2,Cork City
2016,22,Limerick FC,0-2,Shamrock Rovers
2016,23,Finn Harps,0-1,Cork City
2016,23,Dundalk FC,0-1,Shamrock Rovers
2016,23,Limerick FC,0-0,Sligo Rovers
2016,23,St. Pat's,3-1,Bray Wanderers
2016,23,Galway United,4-1,Drogheda United
2016,23,Bohemians,0-1,Derry City
2016,24,Bray Wanderers,2-3,Finn Harps
2016,24,Cork City,2-1,Galway United
2016,24,Drogheda United,0-1,St. Pat's
2016,24,Shamrock Rovers,1-2,Bohemians
2016,24,Sligo Rovers,1-1,Dundalk FC
2016,24,Derry City,3-0,Limerick FC
2016,25,Sligo Rovers,1-1,St. Pat's
2016,25,Shamrock Rovers,0-2,Derry City
2016,25,Finn Harps,1-3,Galway United
2016,25,Dundalk FC,3-0,Limerick FC
2016,25,Drogheda United,0-1,Cork City
2016,25,Bohemians,0-0,Bray Wanderers
2016,26,Cork City,0-1,Sligo Rovers
2016,26,Bray Wanderers,2-1,Drogheda United
2016,26,Galway United,1-2,Shamrock Rovers
2016,26,St. Pat's,4-0,Finn Harps
2016,26,Limerick FC,1-0,Bohemians
2016,26,Derry City,0-4,Dundalk FC
2016,27,Derry City,2-1,Drogheda United
2016,27,Bohemians,1-1,Galway United
2016,27,Dundalk FC,6-0,St. Pat's
2016,27,Shamrock Rovers,3-1,Cork City
2016,27,Sligo Rovers,0-0,Bray Wanderers
2016,27,Limerick FC,0-2,Finn Harps
2016,28,Drogheda United,1-4,Bohemians
2016,28,Bray Wanderers,1-1,Limerick FC
2016,28,Galway United,2-1,Derry City
2016,28,Finn Harps,1-2,Sligo Rovers
2016,28,Cork City,1-1,Dundalk FC
2016,28,St. Pat's,2-0,Shamrock Rovers
2016,29,Shamrock Rovers,4-1,Finn Harps
2016,29,Derry City,0-5,Bray Wanderers
2016,29,Dundalk FC,3-0,Drogheda United
2016,29,Limerick FC,2-1,Cork City
2016,29,Bohemians,3-2,St. Pat's
2016,29,Galway United,3-1,Sligo Rovers
2016,30,Drogheda United,0-2,Shamrock Rovers
2016,30,Bray Wanderers,3-3,Galway United
2016,30,St. Pat's,2-2,Limerick FC
2016,30,Finn Harps,0-2,Dundalk FC
2016,30,Sligo Rovers,1-0,Bohemians
2016,30,Cork City,0-0,Derry City
2016,31,Limerick FC,1-0,Drogheda United
2016,31,Bohemians,0-0,Cork City
2016,31,Shamrock Rovers,1-1,Sligo Rovers
2016,31,Derry City,3-0,Finn Harps
2016,31,Galway United,1-1,St. Pat's
2016,31,Dundalk FC,1-0,Bray Wanderers
2016,32,Bray Wanderers,1-0,Shamrock Rovers
2016,32,Limerick FC,2-2,Galway United
2016,32,St. Pat's,4-2,Cork City
2016,32,Dundalk FC,0-1,Bohemians
2016,32,Sligo Rovers,3-0,Derry City
2016,32,Finn Harps,2-3,Drogheda United
2016,33,Shamrock Rovers,2-1,Limerick FC
2016,33,Cork City,1-0,Bray Wanderers
2016,33,Galway United,3-4,Dundalk FC
2016,33,Bohemians,3-1,Finn Harps
2016,33,Drogheda United,0-0,Sligo Rovers
2016,33,Derry City,1-1,St. Pat's
